Exceedance,VicFalls_full,Ngonye_gauged,Ngonye_synthetic,Conversion,,Exceedance,VicFalls_full,Ngonye_gauged,Ngonye_synthetic,Conversion,,Ngonye_synthetic dx,%
0.2,1784.3803,2382.8088,1756.434224,0.984338498,,0.2,1784.3803,2382.8088,1767.625484,0.984338498,,11.19126011,0.63%
0.201,1781.6326,2378.8559,1751.517426,0.983096866,,0.201,1781.6326,2378.8559,1751.517426,0.983096866,,1.1928E-07,0.00%
0.202,1769.9945,2373.9186,1745.966849,0.986425014,,0.202,1769.9945,2373.9186,1746.186606,0.986425014,,0.219757403,0.01%
0.203,1769.9945,2364.0563,1745.966849,0.981246903,,0.203,1769.9945,2364.0563,1745.966849,0.981246903,,-3.3439E-07,0.00%
0.204,1758.4044,2349.4703,1726.169819,0.981668278,,0.204,1758.4044,2349.4703,1726.607643,0.981668278,,0.437824252,0.03%
0.205,1746.8622,2337.1916,1716.492397,0.982614655,,0.205,1746.8622,2337.1916,1718.464918,0.982614655,,1.972521046,0.11%
0.206,1735.3679,2327.9721,1707.830196,0.98413149,,0.206,1735.3679,2327.9721,1716.492397,0.98413149,,8.662201287,0.50%
0.207,1735.3679,2319.5254,1707.830196,0.979476515,,0.207,1735.3679,2319.5254,1707.830196,0.979476515,,3.4325E-07,0.00%
0.208,1723.9214,2313.8757,1693.819307,0.982538593,,0.208,1723.9214,2313.8757,1693.819307,0.982538593,,8.916E-08,0.00%
0.209,1712.5226,2290.6097,1677.712303,0.979673088,,0.209,1712.5226,2290.6097,1677.712303,0.979673088,,3.1674E-07,0.00%
0.21,1712.5226,2280.8865,1677.712303,0.976062105,,0.21,1712.5226,2280.8865,1677.712303,0.976062105,,3.1674E-07,0.00%
0.211,1701.1714,2266.3325,1659.723289,0.975635547,,0.211,1701.1714,2266.3325,1666.871283,0.975635547,,7.147994051,0.43%
0.212,1701.1714,2251.8929,1659.723289,0.969353254,,0.212,1701.1714,2251.8929,1659.723289,0.969353254,,2.1699E-07,0.00%
0.213,1689.8676,2246.1013,1645.713679,0.973871372,,0.213,1689.8676,2246.1013,1645.713679,0.973871372,,-3.7886E-07,0.00%
0.214,1683.6732,2238.5831,1638.368155,0.973091545,,0.214,1683.6732,2238.5831,1645.713679,0.973091545,,7.345523621,0.45%
0.215,1678.6114,2229.1714,1631.4057,0.971878125,,0.215,1678.6114,2229.1714,1631.4057,0.971878125,,3.5894E-07,0.00%
0.216,1667.4025,2212.4847,1617.395612,0.970009108,,0.216,1667.4025,2212.4847,1617.395612,0.970009108,,-4.3318E-07,0.00%
0.217,1656.2409,2203.6937,1609.519583,0.971790748,,0.217,1656.2409,2203.6937,1609.519583,0.971790748,,4.3519E-07,0.00%
0.218,1656.2409,2189.7498,1609.519583,0.965061511,,0.218,1656.2409,2189.7498,1609.519583,0.965061511,,4.3519E-07,0.00%
0.219,1645.1264,2179.7879,1589.152359,0.965975842,,0.219,1645.1264,2179.7879,1590.839339,0.965975842,,1.686980272,0.11%
0.22,1645.1264,2170.2445,1589.152359,0.959948551,,0.22,1645.1264,2170.2445,1589.152359,0.959948551,,6.242E-08,0.00%
0.221,1634.0591,2158.3613,1570.314593,0.960990085,,0.221,1634.0591,2158.3613,1570.614047,0.960990085,,0.299453923,0.02%
0.222,1623.0388,2144.5883,1559.636537,0.960936077,,0.222,1623.0388,2144.5883,1559.636537,0.960936077,,3.8414E-07,0.00%
0.223,1612.0655,2134.4425,1551.222303,0.962257615,,0.223,1612.0655,2134.4425,1551.222303,0.962257615,,-1.0182E-07,0.00%
0.224,1612.0655,2129.1693,1551.222303,0.959291692,,0.224,1612.0655,2129.1693,1551.222303,0.959291692,,-1.0182E-07,0.00%
0.225,1610.5937,2116.1146,1536.201733,0.953810842,,0.225,1610.5937,2116.1146,1536.201733,0.953810842,,1.6295E-07,0.00%
0.226,1601.139,2106.3399,1528.839375,0.954844879,,0.226,1601.139,2106.3399,1528.839375,0.954844879,,3.5925E-07,0.00%
0.227,1590.2593,2102.3083,1528.006984,0.960853984,,0.227,1590.2593,2102.3083,1528.006984,0.960853984,,-2.3305E-07,0.00%
0.228,1586.6955,2089.6684,1518.55296,0.957053802,,0.228,1586.6955,2089.6684,1518.55296,0.957053802,,4.8841E-07,0.00%
0.229,1579.4263,2080.5186,1511.0712,0.956721564,,0.229,1579.4263,2080.5186,1511.0712,0.956721564,,-3.7014E-07,0.00%
0.23,1577.5428,2071.1604,1506.046912,0.953286803,,0.23,1577.5428,2071.1604,1498.816841,0.953286803,,-7.230071285,0.48%
0.231,1568.6399,2056.0267,1492.923246,0.951731016,,0.231,1568.6399,2056.0267,1492.923246,0.951731016,,3.9561E-07,0.00%
0.232,1563.0265,2043.1864,1484.853139,0.949370764,,0.232,1563.0265,2043.1864,1484.853139,0.949370764,,-3.891E-08,0.00%
0.233,1551.2776,2036.1748,1478.541155,0.953111909,,0.233,1551.2776,2036.1748,1470.509078,0.953111909,,-8.032076968,0.55%
0.234,1547.2067,2021.4071,1466.370536,0.947753481,,0.234,1547.2067,2021.4071,1466.370536,0.947753481,,1.7748E-07,0.00%
0.235,1539.5857,2011.8047,1460.25329,0.948471586,,0.235,1539.5857,2011.8047,1454.678435,0.948471586,,-5.57485495,0.38%
0.236,1536.5597,2005.4221,1454.678435,0.946711303,,0.236,1536.5597,2005.4221,1448.576499,0.946711303,,-6.101935769,0.42%
0.237,1525.9589,1995.5143,1446.688359,0.948051982,,0.237,1525.9589,1995.5143,1446.688359,0.948051982,,-9.573E-08,0.00%
0.238,1525.9589,1989.9931,1446.688359,0.944591237,,0.238,1525.9589,1989.9931,1437.914793,0.944591237,,-8.77356613,0.61%
0.239,1515.4044,1986.3231,1436.997257,0.948259921,,0.239,1515.4044,1986.3231,1436.997257,0.948259921,,-4.2915E-07,0.00%
0.24,1504.8959,1980.5191,1431.851745,0.95146232,,0.24,1504.8959,1980.5191,1431.851745,0.95146232,,-4.512E-08,0.00%
0.241,1504.8959,1976.0662,1431.851745,0.94915429,,0.241,1504.8959,1976.0662,1424.002963,0.94915429,,-7.848781847,0.55%
0.242,1494.4335,1960.1743,1414.145989,0.946275621,,0.242,1494.4335,1960.1743,1414.145989,0.946275621,,-4.821E-07,0.00%
0.243,1493.3847,1951.0353,1406.223681,0.941635254,,0.243,1493.3847,1951.0353,1399.62617,0.941635254,,-6.597511456,0.47%
0.244,1484.0171,1943.7182,1399.622528,0.943130998,,0.244,1484.0171,1943.7182,1399.622528,0.943130998,,6.63299E-08,0.00%
0.245,1473.6465,1933.7409,1392.118469,0.944675992,,0.245,1473.6465,1933.7409,1392.118469,0.944675992,,4.7389E-07,0.00%
0.246,1473.6465,1930.5347,1392.118469,0.943245954,,0.246,1473.6465,1930.5347,1390.48108,0.943245954,,-1.637388955,0.12%
0.247,1463.3217,1921.4509,1383.578136,0.945505104,,0.247,1463.3217,1921.4509,1383.578136,0.945505104,,3.8089E-07,0.00%
0.248,1463.3217,1911.3158,1383.578136,0.940113019,,0.248,1463.3217,1911.3158,1383.578136,0.940113019,,3.8089E-07,0.00%
0.249,1463.3217,1903.2599,1383.578136,0.936921855,,0.249,1463.3217,1903.2599,1369.439063,0.936921855,,-14.13907325,1.03%
0.25,1453.0426,1894.3024,1365.945585,0.94005887,,0.25,1453.0426,1894.3024,1364.64364,0.94005887,,-1.301945204,0.10%
0.251,1448.0846,1883.3006,1359.1278,0.938569335,,0.251,1448.0846,1883.3006,1355.58921,0.938569335,,-3.538589879,0.26%
0.252,1442.8091,1880.1911,1355.58921,0.939548559,,0.252,1442.8091,1880.1911,1355.58921,0.939548559,,1.2056E-07,0.00%
0.253,1436.8995,1868.1007,1346.504142,0.937089992,,0.253,1436.8995,1868.1007,1341.326325,0.937089992,,-5.17781749,0.39%
0.254,1432.6212,1862.0562,1341.326325,0.936274239,,0.254,1432.6212,1862.0562,1330.78042,0.936274239,,-10.54590465,0.79%
0.255,1422.4786,1844.0128,1327.708304,0.933376646,,0.255,1422.4786,1844.0128,1327.708304,0.933376646,,4.5958E-07,0.00%
0.256,1422.4786,1832.4788,1327.708304,0.926757576,,0.256,1422.4786,1832.4788,1316.919035,0.926757576,,-10.7892694,0.82%
0.257,1413.4948,1829.3268,1316.240929,0.930700821,,0.257,1413.4948,1829.3268,1311.07842,0.930700821,,-5.162508677,0.39%
0.258,1412.3815,1824.8791,1311.07842,0.928274988,,0.258,1412.3815,1824.8791,1311.07842,0.928274988,,3.2307E-07,0.00%
0.259,1403.6777,1822.6568,1309.691445,0.933042852,,0.259,1403.6777,1822.6568,1297.493444,0.933042852,,-12.1980015,0.94%
0.26,1402.3296,1808.637,1297.493444,0.925241429,,0.26,1402.3296,1808.637,1292.244874,0.925241429,,-5.248569636,0.41%
0.261,1392.323,1802.7047,1291.213034,0.927380381,,0.261,1392.323,1802.7047,1291.213034,0.927380381,,-1.4264E-07,0.00%
0.262,1392.323,1791.9841,1291.213034,0.919312506,,0.262,1392.323,1791.9841,1275.917967,0.919312506,,-15.29506735,1.20%
0.263,1382.3614,1781.814,1269.747245,0.91853494,,0.263,1382.3614,1781.814,1260.024346,0.91853494,,-9.722899258,0.77%
0.264,1381.8066,1768.1177,1256.155461,0.909067492,,0.264,1381.8066,1768.1177,1253.726599,0.909067492,,-2.428862028,0.19%
0.265,1362.5733,1756.314,1246.062697,0.914492231,,0.265,1362.5733,1756.314,1246.062697,0.914492231,,-1.6843E-07,0.00%
0.266,1362.5733,1749.9268,1246.062697,0.909195872,,0.266,1362.5733,1749.9268,1231.988927,0.909195872,,-14.07376977,1.14%
0.267,1352.7466,1741.2042,1231.988927,0.91073149,,0.267,1352.7466,1741.2042,1231.988927,0.91073149,,2.3318E-07,0.00%
0.268,1349.4128,1729.4778,1222.333235,0.905826026,,0.268,1349.4128,1729.4778,1216.602789,0.905826026,,-5.730445981,0.47%
0.269,1342.9646,1717.6759,1216.602789,0.905908308,,0.269,1342.9646,1717.6759,1216.602789,0.905908308,,1.854E-08,0.00%
0.27,1338.9752,1708.5872,1213.118891,0.90458735,,0.27,1338.9752,1708.5872,1208.137555,0.90458735,,-4.981335769,0.41%
0.271,1333.2273,1700.9674,1208.137555,0.90617523,,0.271,1333.2273,1700.9674,1208.137555,0.90617523,,2.3054E-07,0.00%
0.272,1333.2273,1693.4559,1208.137555,0.903293792,,0.272,1333.2273,1693.4559,1199.561484,0.903293792,,-8.576070994,0.71%
0.273,1323.5347,1684.8335,1199.561484,0.906331722,,0.273,1323.5347,1684.8335,1199.561484,0.906331722,,5.92991E-09,0.00%
0.274,1323.5347,1681.4789,1199.561484,0.905714082,,0.274,1323.5347,1681.4789,1195.298333,0.905714082,,-4.263150757,0.36%
0.275,1313.8865,1671.718,1195.298333,0.909742457,,0.275,1313.8865,1671.718,1192.360777,0.909742457,,-2.937555724,0.25%
0.276,1306.9863,1664.5712,1191.381592,0.911548646,,0.276,1306.9863,1664.5712,1186.662097,0.911548646,,-4.719495376,0.40%
0.277,1304.2828,1653.0529,1186.662097,0.909819632,,0.277,1304.2828,1653.0529,1186.662097,0.909819632,,-3.7578E-07,0.00%
0.278,1304.2828,1646.2493,1186.662097,0.906893288,,0.278,1304.2828,1646.2493,1182.748622,0.906893288,,-3.913475007,0.33%
0.279,1294.7235,1642.8838,1182.748622,0.913514447,,0.279,1294.7235,1642.8838,1182.748622,0.913514447,,-6.55018E-09,0.00%
0.28,1294.7235,1624.9674,1182.748622,0.905975752,,0.28,1294.7235,1624.9674,1172.22008,0.905975752,,-10.52854231,0.90%
0.281,1285.2084,1620.7242,1172.22008,0.912085604,,0.281,1285.2084,1620.7242,1172.22008,0.912085604,,-3.1446E-07,0.00%
0.282,1285.2084,1614.3677,1172.22008,0.909220456,,0.282,1285.2084,1614.3677,1166.683593,0.909220456,,-5.536487377,0.47%
0.283,1275.7375,1610.0236,1166.683593,0.91451697,,0.283,1275.7375,1610.0236,1166.683593,0.91451697,,-3.7691E-07,0.00%
0.284,1275.7375,1595.3577,1166.683593,0.90512946,,0.284,1275.7375,1595.3577,1151.412417,0.90512946,,-15.27117565,1.33%
0.285,1266.3107,1589.3146,1151.412417,0.909265331,,0.285,1266.3107,1589.3146,1148.666455,0.909265331,,-2.745961704,0.24%
0.286,1265.4271,1578.5352,1150.772319,0.904305646,,0.286,1265.4271,1578.5352,1141.726989,0.904305646,,-9.045329815,0.79%
0.287,1247.589,1575.108,1141.726989,0.915146726,,0.287,1247.589,1575.108,1141.726989,0.915146726,,1.8477E-07,0.00%
0.288,1247.589,1567.2405,1141.726989,0.911220362,,0.288,1247.589,1567.2405,1132.998523,0.911220362,,-8.72846637,0.77%
0.289,1244.9702,1561.7835,1134.090397,0.910937785,,0.289,1244.9702,1561.7835,1132.274462,0.910937785,,-1.815935255,0.16%
0.29,1238.2939,1558.066,1132.274462,0.914382653,,0.29,1238.2939,1558.066,1131.288882,0.914382653,,-0.985579857,0.09%
0.291,1234.8221,1553.0967,1131.387162,0.916155357,,0.291,1234.8221,1553.0967,1127.726717,0.916155357,,-3.660444986,0.32%
0.292,1229.0427,1545.103,1127.726717,0.917565124,,0.292,1229.0427,1545.103,1127.726717,0.917565124,,1.424E-08,0.00%
0.293,1229.0427,1541.0978,1127.726717,0.916340287,,0.293,1229.0427,1541.0978,1125.775142,0.916340287,,-1.951575071,0.17%
0.294,1219.8351,1537.3773,1125.775142,0.922891251,,0.294,1219.8351,1537.3773,1125.775142,0.922891251,,-7.115E-08,0.00%
0.295,1219.8351,1527.707,1125.775142,0.918177718,,0.295,1219.8351,1527.707,1117.03625,0.918177718,,-8.738891776,0.78%
0.296,1210.671,1522.1346,1117.03625,0.922658798,,0.296,1210.671,1522.1346,1117.03625,0.922658798,,2.2387E-07,0.00%
0.297,1210.671,1516.274,1117.03625,0.919265236,,0.297,1210.671,1516.274,1107.711819,0.919265236,,-9.32443057,0.84%
0.298,1201.5505,1508.1704,1107.711819,0.921902009,,0.298,1201.5505,1508.1704,1107.711819,0.921902009,,4.2993E-07,0.00%
0.299,1201.5505,1501.5142,1107.711819,0.917910199,,0.299,1201.5505,1501.5142,1096.498822,0.917910199,,-11.21299665,1.02%
0.3,1194.7614,1496.3111,1099.019084,0.919864907,,0.3,1194.7614,1496.3111,1096.498822,0.919864907,,-2.520261653,0.23%
0.301,1192.4734,1491.3839,1096.498822,0.919516379,,0.301,1192.4734,1491.3839,1090.666475,0.919516379,,-5.832346505,0.53%
0.302,1184.8787,1486.5372,1093.456251,0.922842356,,0.302,1184.8787,1486.5372,1089.456049,0.922842356,,-4.000201515,0.37%
0.303,1183.4396,1479.6141,1089.456049,0.920584413,,0.303,1183.4396,1479.6141,1088.140256,0.920584413,,-1.315792938,0.12%
0.304,1183.4396,1476.7888,1089.456049,0.919482849,,0.304,1183.4396,1476.7888,1086.424497,0.919482849,,-3.031551709,0.28%
0.305,1174.4491,1472.9651,1086.979065,0.925050304,,0.305,1174.4491,1472.9651,1086.424497,0.925050304,,-0.554567709,0.05%
0.306,1174.4491,1467.0659,1086.424497,0.922111898,,0.306,1174.4491,1467.0659,1082.879395,0.922111898,,-3.545101689,0.33%
0.307,1165.5017,1464.2502,1082.879395,0.929110095,,0.307,1165.5017,1464.2502,1082.879395,0.929110095,,3.1134E-07,0.00%
0.308,1165.5017,1461.4366,1082.879395,0.928271876,,0.308,1165.5017,1461.4366,1080.04068,0.928271876,,-2.838715199,0.26%
0.309,1156.5974,1456.6693,1080.04068,0.93380867,,0.309,1156.5974,1456.6693,1080.04068,0.93380867,,-1.9918E-07,0.00%
0.31,1156.5974,1452.6066,1080.04068,0.932154838,,0.31,1156.5974,1452.6066,1080.04068,0.932154838,,-1.9918E-07,0.00%
0.311,1156.5974,1446.521,1080.04068,0.930186849,,0.311,1156.5974,1446.521,1073.295993,0.930186849,,-6.74468728,0.63%
0.312,1147.7361,1442.0972,1073.295993,0.935141791,,0.312,1147.7361,1442.0972,1072.860621,0.935141791,,-0.435372293,0.04%
0.313,1147.7361,1438.4227,1073.295993,0.932700438,,0.313,1147.7361,1438.4227,1066.348124,0.932700438,,-6.947868892,0.65%
0.314,1138.9177,1432.5709,1066.348124,0.936281984,,0.314,1138.9177,1432.5709,1062.278212,0.936281984,,-4.069912015,0.38%
0.315,1136.253,1428.3252,1062.278212,0.934895848,,0.315,1136.253,1428.3252,1059.997869,0.934895848,,-2.280342936,0.22%
0.316,1130.1421,1426.8897,1059.997869,0.937933264,,0.316,1130.1421,1426.8897,1059.997869,0.937933264,,6.408E-08,0.00%
0.317,1130.1421,1420.2675,1059.997869,0.933022796,,0.317,1130.1421,1420.2675,1050.549033,0.933022796,,-9.448835658,0.90%
0.318,1123.813,1418.2559,1052.27924,0.935872634,,0.318,1123.813,1418.2559,1050.549033,0.935872634,,-1.730206658,0.16%
0.319,1121.4092,1416.2455,1050.549033,0.936811499,,0.319,1121.4092,1416.2455,1042.837599,0.936811499,,-7.711434326,0.74%
0.32,1117.1681,1408.215,1045.013484,0.935412929,,0.32,1117.1681,1408.215,1042.837599,0.935412929,,-2.175885326,0.21%
0.321,1112.7189,1405.7218,1042.837599,0.937197704,,0.321,1112.7189,1405.7218,1042.837599,0.937197704,,-3.2619E-07,0.00%
0.322,1112.7189,1400.2027,1042.837599,0.933667672,,0.322,1112.7189,1400.2027,1027.800926,0.933667672,,-15.03667309,1.46%
0.323,1107.7035,1395.4322,1036.439624,0.935665207,,0.323,1107.7035,1395.4322,1027.800926,0.935665207,,-8.638698085,0.84%
0.324,1104.0713,1383.1656,1027.800926,0.930918978,,0.324,1104.0713,1383.1656,1025.216221,0.930918978,,-2.584705329,0.25%
0.325,1098.2906,1378.2626,1025.216221,0.933465351,,0.325,1098.2906,1378.2626,1025.157083,0.933465351,,-0.059138,0.01%
0.326,1095.466,1378.2626,1025.157083,0.935818257,,0.326,1095.466,1378.2626,1024.635647,0.935818257,,-0.521435783,0.05%
0.327,1095.2724,1374.2883,1025.157083,0.934382363,,0.327,1095.2724,1374.2883,1022.729174,0.934382363,,-2.42790876,0.24%
0.328,1086.9032,1373.1133,1022.729174,0.940957,,0.328,1086.9032,1373.1133,1022.729174,0.940957,,2.3985E-07,0.00%
0.329,1086.9032,1362.0731,1022.729174,0.933327999,,0.329,1086.9032,1362.0731,998.8228237,0.933327999,,-23.90635031,2.39%
0.33,1082.9701,1354.1302,1006.754233,0.930172987,,0.33,1082.9701,1354.1302,997.6786759,0.930172987,,-9.075557138,0.91%
0.331,1078.3827,1342.6583,997.6786759,0.925161982,,0.331,1078.3827,1342.6583,989.8995991,0.925161982,,-7.779076782,0.79%
0.332,1073.8954,1341.0373,995.2160579,0.926822067,,0.332,1073.8954,1341.0373,989.4775076,0.926822067,,-5.738550265,0.58%
0.333,1069.9044,1334.7965,989.4775076,0.924827964,,0.333,1069.9044,1334.7965,989.4775076,0.924827964,,3.4957E-08,0.00%
0.334,1069.9044,1331.6806,989.4775076,0.920004686,,0.334,1069.9044,1331.6806,976.776945,0.920004686,,-12.70056259,1.30%
0.335,1061.4682,1323.0383,976.776945,0.920213102,,0.335,1061.4682,1323.0383,972.8179957,0.920213102,,-3.958949278,0.41%
0.336,1061.1535,1318.4405,972.8179957,0.916755206,,0.336,1061.1535,1318.4405,971.4321659,0.916755206,,-1.385829763,0.14%
0.337,1053.074,1315.2225,971.4321659,0.922472842,,0.337,1053.074,1315.2225,971.4321659,0.922472842,,3.69261E-08,0.00%
0.338,1053.074,1311.3215,971.4321659,0.919672145,,0.338,1053.074,1311.3215,971.4321659,0.919672145,,3.69261E-08,0.00%
0.339,1053.074,1305.4786,971.4321659,0.915531232,,0.339,1053.074,1305.4786,971.4321659,0.915531232,,3.69261E-08,0.00%
0.34,1053.074,1301.5891,971.4321659,0.912777398,,0.34,1053.074,1301.5891,958.3904946,0.912777398,,-13.0416713,1.36%
0.341,1044.7218,1295.7635,958.3904946,0.916926781,,0.341,1044.7218,1295.7635,957.9333973,0.916926781,,-0.457097345,0.05%
0.342,1044.7218,1291.6457,957.9333973,0.912929024,,0.342,1044.7218,1291.6457,952.4350839,0.912929024,,-5.498313417,0.58%
0.343,1036.4114,1289.9482,952.4350839,0.918973956,,0.343,1036.4114,1289.9482,952.4350839,0.918973956,,-1.7081E-08,0.00%
0.344,1036.4114,1288.0122,952.4350839,0.916552008,,0.344,1036.4114,1288.0122,947.0029282,0.916552008,,-5.43215572,0.57%
0.345,1028.1428,1284.1434,947.0029282,0.921081126,,0.345,1028.1428,1284.1434,947.0029282,0.921081126,,-1.97531E-08,0.00%
0.346,1028.1428,1279.9473,947.0029282,0.918004744,,0.346,1028.1428,1279.9473,947.0029282,0.918004744,,-1.97531E-08,0.00%
0.347,1028.1428,1276.4199,947.0029282,0.915430297,,0.347,1028.1428,1276.4199,941.124056,0.915430297,,-5.878872186,0.62%
0.348,1019.9159,1276.4199,941.124056,0.922746725,,0.348,1019.9159,1276.4199,941.124056,0.922746725,,1.4301E-08,0.00%
0.349,1019.9159,1270.6393,941.124056,0.919525934,,0.349,1019.9159,1270.6393,941.124056,0.919525934,,1.4301E-08,0.00%
0.35,1019.9159,1266.7914,941.124056,0.916673458,,0.35,1019.9159,1266.7914,929.9006239,0.916673458,,-11.22343212,1.21%
0.351,1011.7307,1258.9524,929.9006239,0.919118718,,0.351,1011.7307,1258.9524,924.6839937,0.919118718,,-5.216630176,0.56%
0.352,1003.5869,1250.5587,924.6839937,0.921379099,,0.352,1003.5869,1250.5587,924.6839937,0.921379099,,2.4449E-08,0.00%
0.353,1003.5869,1240.2799,924.6839937,0.913964968,,0.353,1003.5869,1240.2799,916.478185,0.913964968,,-8.205808723,0.90%
0.354,1001.85,1236.1755,922.0745465,0.913469436,,0.354,1001.85,1236.1755,914.0536784,0.913469436,,-8.02086812,0.88%
0.355,995.4845,1231.9516,914.0536784,0.91819981,,0.355,995.4845,1231.9516,909.1616977,0.91819981,,-4.891980681,0.54%
0.356,989.3226,1220.9792,909.5649292,0.916664311,,0.356,989.3226,1220.9792,906.421178,0.916664311,,-3.143751199,0.35%
0.357,987.4235,1217.6694,906.421178,0.917965977,,0.357,987.4235,1217.6694,906.421178,0.917965977,,1.37595E-09,0.00%
0.358,987.4235,1213.4092,906.421178,0.916927828,,0.358,987.4235,1213.4092,905.4211927,0.916927828,,-0.999985264,0.11%
0.359,979.4038,1210.9986,905.4211927,0.924461589,,0.359,979.4038,1210.9986,905.4211927,0.924461589,,3.5845E-08,0.00%
0.36,979.4038,1200.2065,905.4211927,0.918018225,,0.36,979.4038,1200.2065,905.4211927,0.918018225,,3.5845E-08,0.00%
0.361,979.4038,1198.5095,905.4211927,0.917748689,,0.361,979.4038,1198.5095,892.9818497,0.917748689,,-12.43934301,1.39%
0.362,977.7658,1191.8815,896.9409367,0.915223801,,0.362,977.7658,1191.8815,891.8619897,0.915223801,,-5.078947005,0.57%
0.363,971.4252,1185.1931,891.8619897,0.918096411,,0.363,971.4252,1185.1931,891.8619897,0.918096411,,-4.83897E-09,0.00%
0.364,971.4252,1181.4453,891.8619897,0.916420894,,0.364,971.4252,1181.4453,891.8619897,0.916420894,,-4.83897E-09,0.00%
0.365,971.4252,1176.9043,891.8619897,0.914037085,,0.365,971.4252,1176.9043,885.1094475,0.914037085,,-6.752542172,0.76%
0.366,963.4877,1170.2451,885.1094475,0.918651528,,0.366,963.4877,1170.2451,885.1094475,0.918651528,,2.7702E-08,0.00%
0.367,963.4877,1166.1601,885.1094475,0.917530817,,0.367,963.4877,1166.1601,885.1094475,0.917530817,,2.7702E-08,0.00%
0.368,963.4877,1162.8018,885.1094475,0.916948596,,0.368,963.4877,1162.8018,879.8470845,0.916948596,,-5.262363005,0.60%
0.369,963.2156,1155.3773,879.8470845,0.91344771,,0.369,963.2156,1155.3773,876.9389119,0.91344771,,-2.908172593,0.33%
0.37,955.5912,1149.1925,876.9389119,0.917692536,,0.37,955.5912,1149.1925,876.9389119,0.917692536,,7.44103E-09,0.00%
0.371,955.5912,1142.9433,876.9389119,0.913514276,,0.371,955.5912,1142.9433,876.9389119,0.913514276,,7.44103E-09,0.00%
0.372,955.5912,1136.899,876.9389119,0.908646879,,0.372,955.5912,1136.899,864.1346897,0.908646879,,-12.80422225,1.48%
0.373,947.7356,1132.3238,864.1346897,0.911103261,,0.373,947.7356,1132.3238,858.5276662,0.911103261,,-5.607023462,0.65%
0.374,939.9208,1125.8689,858.5276662,0.913404264,,0.374,939.9208,1125.8689,858.5276662,0.913404264,,3.7617E-08,0.00%
0.375,939.9208,1120.3699,858.5276662,0.909977381,,0.375,939.9208,1120.3699,853.8829561,0.909977381,,-4.644710143,0.54%
0.376,937.5556,1118.5393,853.8829561,0.910754473,,0.376,937.5556,1118.5393,847.0875423,0.910754473,,-6.795413835,0.80%
0.377,932.1467,1109.404,847.0875423,0.908749172,,0.377,932.1467,1109.404,847.0875423,0.908749172,,-3.4993E-08,0.00%
0.378,932.1467,1107.5805,847.0875423,0.908301394,,0.378,932.1467,1107.5805,847.0875423,0.908301394,,-3.4993E-08,0.00%
0.379,932.1467,1105.7582,847.0875423,0.908932539,,0.379,932.1467,1105.7582,843.5383719,0.908932539,,-3.549170421,0.42%
0.38,924.4132,1099.2595,843.5383719,0.912512253,,0.38,924.4132,1099.2595,843.5383719,0.912512253,,-2.1102E-08,0.00%
0.381,924.4132,1091.2228,843.5383719,0.906882639,,0.381,924.4132,1091.2228,843.5383719,0.906882639,,-2.1102E-08,0.00%
0.382,924.4132,1086.0668,843.5383719,0.902578464,,0.382,924.4132,1086.0668,834.6935677,0.902578464,,-8.844804193,1.06%
0.383,916.7204,1085.2385,834.6935677,0.910521428,,0.383,916.7204,1085.2385,834.6935677,0.910521428,,6.73595E-09,0.00%
0.384,916.7204,1080.9347,834.6935677,0.907355985,,0.384,916.7204,1080.9347,834.6935677,0.907355985,,6.73595E-09,0.00%
0.385,916.7204,1078.567,834.6935677,0.906427722,,0.385,916.7204,1078.567,834.6935677,0.906427722,,6.73595E-09,0.00%
0.386,916.7204,1075.9493,834.6935677,0.904214526,,0.386,916.7204,1075.9493,824.6888361,0.904214526,,-10.00473163,1.21%
0.387,912.3393,1069.8616,824.678074,0.903915982,,0.387,912.3393,1069.8616,820.0716183,0.903915982,,-4.606455676,0.56%
0.388,909.0679,1061.6076,820.0716183,0.901224145,,0.388,909.0679,1061.6076,819.2739407,0.901224145,,-0.797677565,0.10%
0.389,909.0679,1057.0081,819.2739407,0.899450521,,0.389,909.0679,1057.0081,819.2739407,0.899450521,,3.5247E-08,0.00%
0.39,905.102,1055.2194,819.2739407,0.902933758,,0.39,905.102,1055.2194,817.7348595,0.902933758,,-1.539081166,0.19%
0.391,901.4559,1052.6043,817.7348595,0.907126859,,0.391,901.4559,1052.6043,817.7348595,0.907126859,,3.36451E-08,0.00%
0.392,901.4559,1044.5121,817.7348595,0.902588695,,0.392,901.4559,1044.5121,817.7348595,0.902588695,,3.36451E-08,0.00%
0.393,901.4559,1040.5047,817.7348595,0.901277948,,0.393,901.4559,1040.5047,817.7348595,0.901277948,,3.36451E-08,0.00%
0.394,901.4559,1034.7212,817.7348595,0.898961938,,0.394,901.4559,1034.7212,808.9992089,0.898961938,,-8.735650628,1.08%
0.395,895.7732,1030.3033,808.9992089,0.903129507,,0.395,895.7732,1030.3033,803.6892968,0.903129507,,-5.309912059,0.66%
0.396,893.8841,1023.554,803.6892968,0.899097877,,0.396,893.8841,1023.554,803.6892968,0.899097877,,4.1251E-08,0.00%
0.397,893.8841,1018.5442,803.6892968,0.89507367,,0.397,893.8841,1018.5442,798.2270082,0.89507367,,-5.462288567,0.68%
0.398,887.5632,1016.1719,798.2270082,0.89934667,,0.398,887.5632,1016.1719,794.6750731,0.89934667,,-3.551935053,0.45%
