date,year,water_year,month,water_month,day,level
1966-05-12,1966,1965,5,8,12,484.71
1966-05-13,1966,1965,5,8,13,484.78
1966-05-14,1966,1965,5,8,14,484.85
1966-05-15,1966,1965,5,8,15,484.88
1966-05-16,1966,1965,5,8,16,484.91
1966-05-17,1966,1965,5,8,17,484.94
1966-05-18,1966,1965,5,8,18,484.98
1966-05-19,1966,1965,5,8,19,485.03
1966-05-20,1966,1965,5,8,20,485.06
1966-05-21,1966,1965,5,8,21,485.09
1966-05-22,1966,1965,5,8,22,485.12
1966-05-23,1966,1965,5,8,23,485.13
1966-05-24,1966,1965,5,8,24,485.15
1966-05-25,1966,1965,5,8,25,485.2
1966-05-26,1966,1965,5,8,26,485.21
1966-05-27,1966,1965,5,8,27,485.23
1966-05-28,1966,1965,5,8,28,485.24
1966-05-29,1966,1965,5,8,29,485.27
1966-05-30,1966,1965,5,8,30,485.3
1966-05-31,1966,1965,5,8,31,485.32
1966-06-01,1966,1965,6,9,1,485.36
1966-06-02,1966,1965,6,9,2,485.38
1966-06-03,1966,1965,6,9,3,485.39
1966-06-04,1966,1965,6,9,4,485.41
1966-06-05,1966,1965,6,9,5,485.42
1966-06-06,1966,1965,6,9,6,485.44
1966-06-07,1966,1965,6,9,7,485.45
1966-06-08,1966,1965,6,9,8,485.52
1966-06-09,1966,1965,6,9,9,485.53
1966-06-10,1966,1965,6,9,10,485.55
1966-06-11,1966,1965,6,9,11,485.58
1966-06-12,1966,1965,6,9,12,485.59
1966-06-13,1966,1965,6,9,13,485.61
1966-06-14,1966,1965,6,9,14,485.62
1966-06-15,1966,1965,6,9,15,485.64
1966-06-16,1966,1965,6,9,16,485.65
1966-06-17,1966,1965,6,9,17,485.67
1966-06-18,1966,1965,6,9,18,485.68
1966-06-19,1966,1965,6,9,19,485.7
1966-06-20,1966,1965,6,9,20,485.68
1966-06-21,1966,1965,6,9,21,485.7
1966-06-22,1966,1965,6,9,22,485.7
1966-06-23,1966,1965,6,9,23,485.71
1966-06-24,1966,1965,6,9,24,485.73
1966-06-25,1966,1965,6,9,25,485.76
1966-06-26,1966,1965,6,9,26,485.78
1966-06-27,1966,1965,6,9,27,485.79
1966-06-28,1966,1965,6,9,28,485.81
1966-06-29,1966,1965,6,9,29,485.82
1966-06-30,1966,1965,6,9,30,485.84
1966-07-01,1966,1965,7,10,1,485.85
1966-07-02,1966,1965,7,10,2,485.82
1966-07-03,1966,1965,7,10,3,485.79
1966-07-04,1966,1965,7,10,4,485.76
1966-07-05,1966,1965,7,10,5,485.7
1966-07-06,1966,1965,7,10,6,485.65
1966-07-07,1966,1965,7,10,7,485.61
1966-07-08,1966,1965,7,10,8,485.58
1966-07-09,1966,1965,7,10,9,485.55
1966-07-10,1966,1965,7,10,10,485.5
1966-07-11,1966,1965,7,10,11,485.45
1966-07-12,1966,1965,7,10,12,485.39
1966-07-13,1966,1965,7,10,13,485.38
1966-07-14,1966,1965,7,10,14,485.33
1966-07-15,1966,1965,7,10,15,485.3
1966-07-16,1966,1965,7,10,16,485.26
1966-07-17,1966,1965,7,10,17,485.21
1966-07-18,1966,1965,7,10,18,485.15
1966-07-19,1966,1965,7,10,19,485.1
1966-07-20,1966,1965,7,10,20,485.06
1966-07-21,1966,1965,7,10,21,485.01
1966-07-22,1966,1965,7,10,22,484.95
1966-07-23,1966,1965,7,10,23,484.91
1966-07-24,1966,1965,7,10,24,484.86
1966-07-25,1966,1965,7,10,25,484.8
1966-07-26,1966,1965,7,10,26,484.72
1966-07-27,1966,1965,7,10,27,484.72
1966-07-28,1966,1965,7,10,28,484.68
1966-07-29,1966,1965,7,10,29,484.63
1966-07-30,1966,1965,7,10,30,484.59
1966-07-31,1966,1965,7,10,31,484.53
1966-08-01,1966,1965,8,11,1,484.46
1966-08-02,1966,1965,8,11,2,484.42
1966-08-03,1966,1965,8,11,3,484.37
1966-08-04,1966,1965,8,11,4,484.31
1966-08-05,1966,1965,8,11,5,484.27
1966-08-06,1966,1965,8,11,6,484.19
1966-08-07,1966,1965,8,11,7,484.22
1966-08-08,1966,1965,8,11,8,484.21
1966-08-09,1966,1965,8,11,9,484.17
1966-08-10,1966,1965,8,11,10,484.13
1966-08-11,1966,1965,8,11,11,484.11
1966-08-12,1966,1965,8,11,12,484.1
1966-08-13,1966,1965,8,11,13,484.02
1966-08-14,1966,1965,8,11,14,484.05
1966-08-15,1966,1965,8,11,15,484.01
1966-08-16,1966,1965,8,11,16,483.98
1966-08-17,1966,1965,8,11,17,483.95
1966-08-18,1966,1965,8,11,18,483.93
1966-08-19,1966,1965,8,11,19,483.92
1966-08-20,1966,1965,8,11,20,483.89
1966-08-21,1966,1965,8,11,21,483.85
1966-08-22,1966,1965,8,11,22,483.82
1966-08-23,1966,1965,8,11,23,483.79
1966-08-24,1966,1965,8,11,24,483.79
1966-08-25,1966,1965,8,11,25,483.78
1966-08-26,1966,1965,8,11,26,483.73
1966-08-27,1966,1965,8,11,27,483.7
1966-08-28,1966,1965,8,11,28,483.67
1966-08-29,1966,1965,8,11,29,483.66
1966-08-30,1966,1965,8,11,30,483.64
1966-08-31,1966,1965,8,11,31,483.6
1966-09-01,1966,1965,9,12,1,483.55
1966-09-02,1966,1965,9,12,2,483.52
1966-09-03,1966,1965,9,12,3,483.47
1966-09-04,1966,1965,9,12,4,483.47
1966-09-05,1966,1965,9,12,5,483.46
1966-09-06,1966,1965,9,12,6,483.41
1966-09-07,1966,1965,9,12,7,483.4
1966-09-08,1966,1965,9,12,8,483.37
1966-09-09,1966,1965,9,12,9,483.35
1966-09-10,1966,1965,9,12,10,483.32
1966-09-11,1966,1965,9,12,11,483.31
1966-09-12,1966,1965,9,12,12,483.29
1966-09-13,1966,1965,9,12,13,483.26
1966-09-14,1966,1965,9,12,14,483.26
1966-09-15,1966,1965,9,12,15,483.28
1966-09-16,1966,1965,9,12,16,483.28
1966-09-17,1966,1965,9,12,17,483.25
1966-09-18,1966,1965,9,12,18,483.23
1966-09-19,1966,1965,9,12,19,483.21
1966-09-20,1966,1965,9,12,20,483.23
1966-09-21,1966,1965,9,12,21,483.21
1966-09-22,1966,1965,9,12,22,483.21
1966-09-23,1966,1965,9,12,23,483.21
1966-09-24,1966,1965,9,12,24,483.23
1966-09-25,1966,1965,9,12,25,483.23
1966-09-26,1966,1965,9,12,26,483.21
1966-09-27,1966,1965,9,12,27,483.21
1966-09-28,1966,1965,9,12,28,483.21
1966-09-29,1966,1965,9,12,29,483.2
1966-09-30,1966,1965,9,12,30,483.18
1966-10-01,1966,1966,10,1,1,483.18
1966-10-02,1966,1966,10,1,2,483.18
1966-10-03,1966,1966,10,1,3,483.17
1966-10-04,1966,1966,10,1,4,483.17
1966-10-05,1966,1966,10,1,5,483.15
1966-10-06,1966,1966,10,1,6,483.15
1966-10-07,1966,1966,10,1,7,483.14
1966-10-08,1966,1966,10,1,8,483.14
1966-10-09,1966,1966,10,1,9,483.15
1966-10-10,1966,1966,10,1,10,483.14
1966-10-11,1966,1966,10,1,11,483.14
1966-10-12,1966,1966,10,1,12,483.12
1966-10-13,1966,1966,10,1,13,483.11
1966-10-14,1966,1966,10,1,14,483.09
1966-10-15,1966,1966,10,1,15,483.11
1966-10-16,1966,1966,10,1,16,483.09
1966-10-17,1966,1966,10,1,17,483.06
1966-10-18,1966,1966,10,1,18,483.06
1966-10-19,1966,1966,10,1,19,483.05
1966-10-20,1966,1966,10,1,20,483.02
1966-10-21,1966,1966,10,1,21,483
1966-10-22,1966,1966,10,1,22,483.02
1966-10-23,1966,1966,10,1,23,483
1966-10-24,1966,1966,10,1,24,482.99
1966-10-25,1966,1966,10,1,25,482.99
1966-10-26,1966,1966,10,1,26,482.99
1966-10-27,1966,1966,10,1,27,482.96
1966-10-28,1966,1966,10,1,28,482.96
1966-10-29,1966,1966,10,1,29,482.96
1966-10-30,1966,1966,10,1,30,482.96
1966-10-31,1966,1966,10,1,31,482.94
1966-11-01,1966,1966,11,2,1,482.93
1966-11-02,1966,1966,11,2,2,482.91
1966-11-03,1966,1966,11,2,3,482.91
1966-11-04,1966,1966,11,2,4,482.91
1966-11-05,1966,1966,11,2,5,482.93
1966-11-06,1966,1966,11,2,6,482.93
1966-11-07,1966,1966,11,2,7,482.91
1966-11-08,1966,1966,11,2,8,482.89
1966-11-09,1966,1966,11,2,9,482.89
1966-11-10,1966,1966,11,2,10,482.89
1966-11-11,1966,1966,11,2,11,482.89
1966-11-12,1966,1966,11,2,12,482.89
1966-11-13,1966,1966,11,2,13,482.88
1966-11-14,1966,1966,11,2,14,482.86
1966-11-15,1966,1966,11,2,15,482.85
1966-11-16,1966,1966,11,2,16,482.85
1966-11-17,1966,1966,11,2,17,482.85
1966-11-18,1966,1966,11,2,18,482.86
1966-11-19,1966,1966,11,2,19,482.86
1966-11-20,1966,1966,11,2,20,482.83
1966-11-21,1966,1966,11,2,21,482.8
1966-11-22,1966,1966,11,2,22,482.82
1966-11-23,1966,1966,11,2,23,482.79
1966-11-24,1966,1966,11,2,24,482.79
1966-11-25,1966,1966,11,2,25,482.77
1966-11-26,1966,1966,11,2,26,482.77
1966-11-27,1966,1966,11,2,27,482.77
1966-11-28,1966,1966,11,2,28,482.76
1966-11-29,1966,1966,11,2,29,482.74
1966-11-30,1966,1966,11,2,30,482.73
1966-12-01,1966,1966,12,3,1,482.71
1966-12-02,1966,1966,12,3,2,482.71
1966-12-03,1966,1966,12,3,3,482.71
1966-12-04,1966,1966,12,3,4,482.68
1966-12-05,1966,1966,12,3,5,482.7
1966-12-06,1966,1966,12,3,6,482.71
1966-12-07,1966,1966,12,3,7,482.71
1966-12-08,1966,1966,12,3,8,482.67
1966-12-09,1966,1966,12,3,9,482.7
1966-12-10,1966,1966,12,3,10,482.71
1966-12-11,1966,1966,12,3,11,482.71
1966-12-12,1966,1966,12,3,12,482.7
1966-12-13,1966,1966,12,3,13,482.71
1966-12-14,1966,1966,12,3,14,482.71
1966-12-15,1966,1966,12,3,15,482.68
1966-12-16,1966,1966,12,3,16,482.67
1966-12-17,1966,1966,12,3,17,482.7
1966-12-18,1966,1966,12,3,18,482.68
1966-12-19,1966,1966,12,3,19,482.7
1966-12-20,1966,1966,12,3,20,482.71
1966-12-21,1966,1966,12,3,21,482.71
1966-12-22,1966,1966,12,3,22,482.74
1966-12-23,1966,1966,12,3,23,482.76
1966-12-24,1966,1966,12,3,24,482.76
1966-12-25,1966,1966,12,3,25,482.74
1966-12-26,1966,1966,12,3,26,482.74
1966-12-27,1966,1966,12,3,27,482.74
1966-12-28,1966,1966,12,3,28,482.73
1966-12-29,1966,1966,12,3,29,482.74
1966-12-30,1966,1966,12,3,30,482.74
1966-12-31,1966,1966,12,3,31,482.76
1967-01-01,1967,1966,1,4,1,482.74
1967-01-02,1967,1966,1,4,2,482.76
1967-01-03,1967,1966,1,4,3,482.71
1967-01-04,1967,1966,1,4,4,482.74
1967-01-05,1967,1966,1,4,5,482.76
1967-01-06,1967,1966,1,4,6,482.77
1967-01-07,1967,1966,1,4,7,482.77
1967-01-08,1967,1966,1,4,8,482.79
1967-01-09,1967,1966,1,4,9,482.79
1967-01-10,1967,1966,1,4,10,482.79
1967-01-11,1967,1966,1,4,11,482.77
1967-01-12,1967,1966,1,4,12,482.77
1967-01-13,1967,1966,1,4,13,482.76
1967-01-14,1967,1966,1,4,14,482.77
1967-01-15,1967,1966,1,4,15,482.77
1967-01-16,1967,1966,1,4,16,482.76
1967-01-17,1967,1966,1,4,17,482.77
1967-01-18,1967,1966,1,4,18,482.76
1967-01-19,1967,1966,1,4,19,482.77
1967-01-20,1967,1966,1,4,20,482.77
1967-01-21,1967,1966,1,4,21,482.77
1967-01-22,1967,1966,1,4,22,482.77
1967-01-23,1967,1966,1,4,23,482.79
1967-01-24,1967,1966,1,4,24,482.82
1967-01-25,1967,1966,1,4,25,482.83
1967-01-26,1967,1966,1,4,26,482.85
1967-01-27,1967,1966,1,4,27,482.86
1967-01-28,1967,1966,1,4,28,482.88
1967-01-29,1967,1966,1,4,29,482.88
1967-01-30,1967,1966,1,4,30,482.88
1967-01-31,1967,1966,1,4,31,482.89
1967-02-01,1967,1966,2,5,1,482.91
1967-02-02,1967,1966,2,5,2,482.93
1967-02-03,1967,1966,2,5,3,482.94
1967-02-04,1967,1966,2,5,4,482.96
1967-02-05,1967,1966,2,5,5,482.99
1967-02-06,1967,1966,2,5,6,483.02
1967-02-07,1967,1966,2,5,7,483.03
1967-02-08,1967,1966,2,5,8,483.05
1967-02-09,1967,1966,2,5,9,483.06
1967-02-10,1967,1966,2,5,10,483.05
1967-02-11,1967,1966,2,5,11,483.05
1967-02-12,1967,1966,2,5,12,483.06
1967-02-13,1967,1966,2,5,13,483.05
1967-02-14,1967,1966,2,5,14,483.06
1967-02-15,1967,1966,2,5,15,483.08
1967-02-16,1967,1966,2,5,16,483.09
1967-02-17,1967,1966,2,5,17,483.11
1967-02-18,1967,1966,2,5,18,483.12
1967-02-19,1967,1966,2,5,19,483.14
1967-02-20,1967,1966,2,5,20,483.15
1967-02-21,1967,1966,2,5,21,483.17
1967-02-22,1967,1966,2,5,22,483.15
1967-02-23,1967,1966,2,5,23,483.14
1967-02-24,1967,1966,2,5,24,483.11
1967-02-25,1967,1966,2,5,25,483.08
1967-02-26,1967,1966,2,5,26,483.06
1967-02-27,1967,1966,2,5,27,483.03
1967-02-28,1967,1966,2,5,28,483.05
1967-03-01,1967,1966,3,6,1,483.02
1967-03-02,1967,1966,3,6,2,483.03
1967-03-03,1967,1966,3,6,3,483.02
1967-03-04,1967,1966,3,6,4,483.03
1967-03-05,1967,1966,3,6,5,483.05
1967-03-06,1967,1966,3,6,6,483.06
1967-03-07,1967,1966,3,6,7,483.05
1967-03-08,1967,1966,3,6,8,483.03
1967-03-09,1967,1966,3,6,9,483.03
1967-03-10,1967,1966,3,6,10,483
1967-03-11,1967,1966,3,6,11,483
1967-03-12,1967,1966,3,6,12,482.97
1967-03-13,1967,1966,3,6,13,482.94
1967-03-14,1967,1966,3,6,14,482.93
1967-03-15,1967,1966,3,6,15,482.91
1967-03-16,1967,1966,3,6,16,482.93
1967-03-17,1967,1966,3,6,17,482.89
1967-03-18,1967,1966,3,6,18,482.86
1967-03-19,1967,1966,3,6,19,482.83
1967-03-20,1967,1966,3,6,20,482.8
1967-03-21,1967,1966,3,6,21,482.82
1967-03-22,1967,1966,3,6,22,482.85
1967-03-23,1967,1966,3,6,23,482.83
1967-03-24,1967,1966,3,6,24,482.83
1967-03-25,1967,1966,3,6,25,482.8
1967-03-26,1967,1966,3,6,26,482.77
1967-03-27,1967,1966,3,6,27,482.76
1967-03-28,1967,1966,3,6,28,482.77
1967-03-29,1967,1966,3,6,29,482.74
1967-03-30,1967,1966,3,6,30,482.73
1967-03-31,1967,1966,3,6,31,482.71
1967-04-01,1967,1966,4,7,1,482.71
1967-04-02,1967,1966,4,7,2,482.7
1967-04-03,1967,1966,4,7,3,482.68
1967-04-04,1967,1966,4,7,4,482.67
1967-04-05,1967,1966,4,7,5,482.65
1967-04-06,1967,1966,4,7,6,482.65
1967-04-07,1967,1966,4,7,7,482.64
1967-04-08,1967,1966,4,7,8,482.61
1967-04-09,1967,1966,4,7,9,482.61
1967-04-10,1967,1966,4,7,10,482.61
1967-04-11,1967,1966,4,7,11,482.59
1967-04-12,1967,1966,4,7,12,482.56
1967-04-13,1967,1966,4,7,13,482.56
1967-04-14,1967,1966,4,7,14,482.54
1967-04-15,1967,1966,4,7,15,482.54
1967-04-16,1967,1966,4,7,16,482.57
1967-04-17,1967,1966,4,7,17,482.56
1967-04-18,1967,1966,4,7,18,482.56
1967-04-19,1967,1966,4,7,19,482.57
1967-04-20,1967,1966,4,7,20,482.56
1967-04-21,1967,1966,4,7,21,482.56
1967-04-22,1967,1966,4,7,22,482.61
1967-04-23,1967,1966,4,7,23,482.62
1967-04-24,1967,1966,4,7,24,482.61
1967-04-25,1967,1966,4,7,25,482.61
1967-04-26,1967,1966,4,7,26,482.57
1967-04-27,1967,1966,4,7,27,482.59
1967-04-28,1967,1966,4,7,28,482.62
1967-04-29,1967,1966,4,7,29,482.64
1967-04-30,1967,1966,4,7,30,482.65
1967-05-01,1967,1966,5,8,1,482.7
1967-05-02,1967,1966,5,8,2,482.73
1967-05-03,1967,1966,5,8,3,482.76
1967-05-04,1967,1966,5,8,4,482.79
1967-05-05,1967,1966,5,8,5,482.8
1967-05-06,1967,1966,5,8,6,482.85
1967-05-07,1967,1966,5,8,7,482.86
1967-05-08,1967,1966,5,8,8,482.88
1967-05-09,1967,1966,5,8,9,482.89
1967-05-10,1967,1966,5,8,10,482.91
1967-05-11,1967,1966,5,8,11,482.93
1967-05-12,1967,1966,5,8,12,482.94
1967-05-13,1967,1966,5,8,13,482.96
1967-05-14,1967,1966,5,8,14,482.97
1967-05-15,1967,1966,5,8,15,482.99
1967-05-16,1967,1966,5,8,16,483
1967-05-17,1967,1966,5,8,17,483
1967-05-18,1967,1966,5,8,18,483.02
1967-05-19,1967,1966,5,8,19,483.03
1967-05-20,1967,1966,5,8,20,483.05
1967-05-21,1967,1966,5,8,21,483.09
1967-05-22,1967,1966,5,8,22,483.12
1967-05-23,1967,1966,5,8,23,483.14
1967-05-24,1967,1966,5,8,24,483.15
1967-05-25,1967,1966,5,8,25,483.18
1967-05-26,1967,1966,5,8,26,483.21
1967-05-27,1967,1966,5,8,27,483.25
1967-05-28,1967,1966,5,8,28,483.28
1967-05-29,1967,1966,5,8,29,483.26
1967-05-30,1967,1966,5,8,30,483.29
1967-05-31,1967,1966,5,8,31,483.34
1967-06-01,1967,1966,6,9,1,483.35
1967-06-02,1967,1966,6,9,2,483.41
1967-06-03,1967,1966,6,9,3,483.41
1967-06-04,1967,1966,6,9,4,483.44
1967-06-05,1967,1966,6,9,5,483.47
1967-06-06,1967,1966,6,9,6,483.53
1967-06-07,1967,1966,6,9,7,483.52
1967-06-08,1967,1966,6,9,8,483.49
1967-06-09,1967,1966,6,9,9,483.52
1967-06-10,1967,1966,6,9,10,483.57
1967-06-11,1967,1966,6,9,11,483.58
1967-06-12,1967,1966,6,9,12,483.58
1967-06-13,1967,1966,6,9,13,483.6
1967-06-14,1967,1966,6,9,14,483.61
1967-06-15,1967,1966,6,9,15,483.64
1967-06-16,1967,1966,6,9,16,483.67
1967-06-17,1967,1966,6,9,17,483.69
1967-06-18,1967,1966,6,9,18,483.72
1967-06-19,1967,1966,6,9,19,483.72
1967-06-20,1967,1966,6,9,20,483.75
1967-06-21,1967,1966,6,9,21,483.76
1967-06-22,1967,1966,6,9,22,483.76
1967-06-23,1967,1966,6,9,23,483.79
1967-06-24,1967,1966,6,9,24,483.79
1967-06-25,1967,1966,6,9,25,483.81
1967-06-26,1967,1966,6,9,26,483.84
1967-06-27,1967,1966,6,9,27,483.84
1967-06-28,1967,1966,6,9,28,483.85
1967-06-29,1967,1966,6,9,29,483.89
1967-06-30,1967,1966,6,9,30,483.9
1967-07-01,1967,1966,7,10,1,483.9
1967-07-02,1967,1966,7,10,2,483.92
1967-07-03,1967,1966,7,10,3,483.93
1967-07-04,1967,1966,7,10,4,483.98
1967-07-05,1967,1966,7,10,5,483.99
1967-07-06,1967,1966,7,10,6,483.98
1967-07-07,1967,1966,7,10,7,483.98
1967-07-08,1967,1966,7,10,8,483.98
1967-07-09,1967,1966,7,10,9,483.99
1967-07-10,1967,1966,7,10,10,484.01
1967-07-11,1967,1966,7,10,11,484.02
1967-07-12,1967,1966,7,10,12,484.02
1967-07-13,1967,1966,7,10,13,484.01
1967-07-14,1967,1966,7,10,14,484.02
1967-07-15,1967,1966,7,10,15,484.04
1967-07-16,1967,1966,7,10,16,484.05
1967-07-17,1967,1966,7,10,17,484.07
1967-07-18,1967,1966,7,10,18,484.08
1967-07-19,1967,1966,7,10,19,484.07
1967-07-20,1967,1966,7,10,20,484.07
1967-07-21,1967,1966,7,10,21,484.07
1967-07-22,1967,1966,7,10,22,484.07
1967-07-23,1967,1966,7,10,23,484.07
1967-07-24,1967,1966,7,10,24,484.05
1967-07-25,1967,1966,7,10,25,484.08
1967-07-26,1967,1966,7,10,26,484.08
1967-07-27,1967,1966,7,10,27,484.08
1967-07-28,1967,1966,7,10,28,484.04
1967-07-29,1967,1966,7,10,29,484.05
1967-07-30,1967,1966,7,10,30,484.07
1967-07-31,1967,1966,7,10,31,484.07
1967-08-01,1967,1966,8,11,1,484.07
1967-08-02,1967,1966,8,11,2,484.07
1967-08-03,1967,1966,8,11,3,484.05
1967-08-04,1967,1966,8,11,4,484.07
1967-08-05,1967,1966,8,11,5,484.05
1967-08-06,1967,1966,8,11,6,484.05
1967-08-07,1967,1966,8,11,7,484.04
1967-08-08,1967,1966,8,11,8,484.02
1967-08-09,1967,1966,8,11,9,484.01
1967-08-10,1967,1966,8,11,10,484.02
1967-08-11,1967,1966,8,11,11,484.01
1967-08-12,1967,1966,8,11,12,484.02
1967-08-13,1967,1966,8,11,13,484.04
1967-08-14,1967,1966,8,11,14,484.01
1967-08-15,1967,1966,8,11,15,484.01
1967-08-16,1967,1966,8,11,16,484.01
1967-08-17,1967,1966,8,11,17,483.99
1967-08-18,1967,1966,8,11,18,484.01
1967-08-19,1967,1966,8,11,19,483.99
1967-08-20,1967,1966,8,11,20,483.98
1967-08-21,1967,1966,8,11,21,483.96
1967-08-22,1967,1966,8,11,22,483.95
1967-08-23,1967,1966,8,11,23,483.96
1967-08-24,1967,1966,8,11,24,483.95
1967-08-25,1967,1966,8,11,25,483.93
1967-08-26,1967,1966,8,11,26,483.93
1967-08-27,1967,1966,8,11,27,483.95
1967-08-28,1967,1966,8,11,28,483.93
1967-08-29,1967,1966,8,11,29,483.93
1967-08-30,1967,1966,8,11,30,483.92
1967-08-31,1967,1966,8,11,31,483.93
1967-09-01,1967,1966,9,12,1,483.92
1967-09-02,1967,1966,9,12,2,483.9
1967-09-03,1967,1966,9,12,3,483.92
1967-09-04,1967,1966,9,12,4,483.89
1967-09-05,1967,1966,9,12,5,483.87
1967-09-06,1967,1966,9,12,6,483.87
1967-09-07,1967,1966,9,12,7,483.85
1967-09-08,1967,1966,9,12,8,483.84
1967-09-09,1967,1966,9,12,9,483.85
1967-09-10,1967,1966,9,12,10,483.85
1967-09-11,1967,1966,9,12,11,483.84
1967-09-12,1967,1966,9,12,12,483.82
1967-09-13,1967,1966,9,12,13,483.82
1967-09-14,1967,1966,9,12,14,483.81
1967-09-15,1967,1966,9,12,15,483.81
1967-09-16,1967,1966,9,12,16,483.79
1967-09-17,1967,1966,9,12,17,483.81
1967-09-18,1967,1966,9,12,18,483.79
1967-09-19,1967,1966,9,12,19,483.78
1967-09-20,1967,1966,9,12,20,483.76
1967-09-21,1967,1966,9,12,21,483.75
1967-09-22,1967,1966,9,12,22,483.75
1967-09-23,1967,1966,9,12,23,483.73
1967-09-24,1967,1966,9,12,24,483.73
1967-09-25,1967,1966,9,12,25,483.72
1967-09-26,1967,1966,9,12,26,483.72
1967-09-27,1967,1966,9,12,27,483.7
1967-09-28,1967,1966,9,12,28,483.7
1967-09-29,1967,1966,9,12,29,483.69
1967-09-30,1967,1966,9,12,30,483.7
1967-10-01,1967,1967,10,1,1,483.7
1967-10-02,1967,1967,10,1,2,483.69
1967-10-03,1967,1967,10,1,3,483.69
1967-10-04,1967,1967,10,1,4,483.64
1967-10-05,1967,1967,10,1,5,483.64
1967-10-06,1967,1967,10,1,6,483.64
1967-10-07,1967,1967,10,1,7,483.66
1967-10-08,1967,1967,10,1,8,483.64
1967-10-09,1967,1967,10,1,9,483.63
1967-10-10,1967,1967,10,1,10,483.61
1967-10-11,1967,1967,10,1,11,483.61
1967-10-12,1967,1967,10,1,12,483.6
1967-10-13,1967,1967,10,1,13,483.6
1967-10-14,1967,1967,10,1,14,483.61
1967-10-15,1967,1967,10,1,15,483.6
1967-10-16,1967,1967,10,1,16,483.58
1967-10-17,1967,1967,10,1,17,483.55
1967-10-18,1967,1967,10,1,18,483.52
1967-10-19,1967,1967,10,1,19,483.5
1967-10-20,1967,1967,10,1,20,483.52
1967-10-21,1967,1967,10,1,21,483.52
1967-10-22,1967,1967,10,1,22,483.52
1967-10-23,1967,1967,10,1,23,483.49
1967-10-24,1967,1967,10,1,24,483.47
1967-10-25,1967,1967,10,1,25,483.49
1967-10-26,1967,1967,10,1,26,483.47
1967-10-27,1967,1967,10,1,27,483.46
1967-10-28,1967,1967,10,1,28,483.46
1967-10-29,1967,1967,10,1,29,483.44
1967-10-30,1967,1967,10,1,30,483.44
1967-10-31,1967,1967,10,1,31,483.43
1967-11-01,1967,1967,11,2,1,483.43
1967-11-02,1967,1967,11,2,2,483.41
1967-11-03,1967,1967,11,2,3,483.4
1967-11-04,1967,1967,11,2,4,483.4
1967-11-05,1967,1967,11,2,5,483.4
1967-11-06,1967,1967,11,2,6,483.38
1967-11-07,1967,1967,11,2,7,483.35
1967-11-08,1967,1967,11,2,8,483.37
1967-11-09,1967,1967,11,2,9,483.35
1967-11-10,1967,1967,11,2,10,483.35
1967-11-11,1967,1967,11,2,11,483.34
1967-11-12,1967,1967,11,2,12,483.32
1967-11-13,1967,1967,11,2,13,483.32
1967-11-14,1967,1967,11,2,14,483.31
1967-11-15,1967,1967,11,2,15,483.29
1967-11-16,1967,1967,11,2,16,483.29
1967-11-17,1967,1967,11,2,17,483.29
1967-11-18,1967,1967,11,2,18,483.29
1967-11-19,1967,1967,11,2,19,483.28
1967-11-20,1967,1967,11,2,20,483.29
1967-11-21,1967,1967,11,2,21,483.28
1967-11-22,1967,1967,11,2,22,483.28
1967-11-23,1967,1967,11,2,23,483.23
1967-11-24,1967,1967,11,2,24,483.25
1967-11-25,1967,1967,11,2,25,483.26
1967-11-26,1967,1967,11,2,26,483.26
1967-11-27,1967,1967,11,2,27,483.25
1967-11-28,1967,1967,11,2,28,483.25
1967-11-29,1967,1967,11,2,29,483.25
1967-11-30,1967,1967,11,2,30,483.23
1967-12-01,1967,1967,12,3,1,483.21
1967-12-02,1967,1967,12,3,2,483.2
1967-12-03,1967,1967,12,3,3,483.21
1967-12-04,1967,1967,12,3,4,483.21
1967-12-05,1967,1967,12,3,5,483.23
1967-12-06,1967,1967,12,3,6,483.28
1967-12-07,1967,1967,12,3,7,483.26
1967-12-08,1967,1967,12,3,8,483.26
1967-12-09,1967,1967,12,3,9,483.25
1967-12-10,1967,1967,12,3,10,483.26
1967-12-11,1967,1967,12,3,11,483.25
1967-12-12,1967,1967,12,3,12,483.25
1967-12-13,1967,1967,12,3,13,483.21
1967-12-14,1967,1967,12,3,14,483.21
1967-12-15,1967,1967,12,3,15,483.21
1967-12-16,1967,1967,12,3,16,483.2
1967-12-17,1967,1967,12,3,17,483.18
1967-12-18,1967,1967,12,3,18,483.18
1967-12-19,1967,1967,12,3,19,483.17
1967-12-20,1967,1967,12,3,20,483.15
1967-12-21,1967,1967,12,3,21,483.15
1967-12-22,1967,1967,12,3,22,483.17
1967-12-23,1967,1967,12,3,23,483.15
1967-12-24,1967,1967,12,3,24,483.17
1967-12-25,1967,1967,12,3,25,483.17
1967-12-26,1967,1967,12,3,26,483.18
1967-12-27,1967,1967,12,3,27,483.18
1967-12-28,1967,1967,12,3,28,483.2
1967-12-29,1967,1967,12,3,29,483.2
1967-12-30,1967,1967,12,3,30,483.21
1967-12-31,1967,1967,12,3,31,483.2
1968-01-01,1968,1967,1,4,1,483.21
1968-01-02,1968,1967,1,4,2,483.17
1968-01-03,1968,1967,1,4,3,483.2
1968-01-04,1968,1967,1,4,4,483.2
1968-01-05,1968,1967,1,4,5,483.18
1968-01-06,1968,1967,1,4,6,483.18
1968-01-07,1968,1967,1,4,7,483.18
1968-01-08,1968,1967,1,4,8,483.17
1968-01-09,1968,1967,1,4,9,483.18
