month_no,hour_ref,year,month,hour,hourlyid,market,price_mean,volume,day_of_week,volume_sum,price_stdv,price_max,price_min,price_coefvar,price_range,hours,power
2016.01,weekday_0,2016,1,0,26699.285714285714,1.0,48.50523809523809,332.3714285714285,2.0952380952380953,6979.799999999999,3.3636759936825364,52.02,40.1,6.934665462476637,11.920000000000002,21,332.3714285714285
2016.01,weekend_0,2016,1,0,26717.0,1.0,48.617999999999995,372.53000000000003,5.5,3725.3,2.7170605031500106,52.06,43.95,5.5885896234933785,8.11,10,372.53000000000003
2016.01,weekday_1,2016,1,1,26700.285714285714,1.0,48.434285714285714,336.747619047619,2.0952380952380953,7071.7,3.3155988470087427,51.65,40.08,6.845561564730179,11.57,21,336.747619047619
2016.01,weekend_1,2016,1,1,26718.0,1.0,48.458999999999996,372.9,5.5,3729.0,2.7393366999249245,52.06,43.8,5.652895643585143,8.260000000000005,10,372.9
2016.01,weekday_2,2016,1,2,26701.285714285714,1.0,48.385714285714286,339.4,2.0952380952380953,7127.4,3.287443644275248,51.65,40.06,6.794244319435115,11.589999999999996,21,339.4
2016.01,weekend_2,2016,1,2,26719.0,1.0,48.378,372.9,5.5,3729.0,2.7843762517143955,52.06,43.8,5.7554596132837155,8.260000000000005,10,372.9
2016.01,weekday_3,2016,1,3,26702.285714285714,1.0,48.509047619047614,346.88571428571424,2.0952380952380953,7284.599999999999,3.3565129297559766,51.8,40.08,6.919354418407515,11.719999999999999,21,346.88571428571424
2016.01,weekend_3,2016,1,3,26720.0,1.0,48.45899999999999,379.79,5.5,3797.9,2.7305329150186033,52.08,43.86,5.63472815167173,8.219999999999999,10,379.79
2016.01,weekday_4,2016,1,4,26703.285714285714,1.0,48.661904761904765,348.747619047619,2.0952380952380953,7323.7,3.437828702898992,52.05,40.07,7.0647228457656155,11.979999999999997,21,348.747619047619
2016.01,weekend_4,2016,1,4,26721.0,1.0,48.334,378.49,5.5,3784.9,2.7300598284042534,52.08,43.56,5.648321737088288,8.519999999999996,10,378.49
2016.01,weekday_5,2016,1,5,26704.285714285714,1.0,49.040000000000006,303.24285714285713,2.0952380952380953,6368.1,4.313155457434847,52.96,35.09,8.795178338978072,17.869999999999997,21,303.24285714285713
2016.01,weekend_5,2016,1,5,26722.0,1.0,49.562,339.3,5.5,3393.0,3.7354571340064964,56.03,42.23,7.5369378435222485,13.800000000000004,10,339.3
2016.01,weekday_6,2016,1,6,26705.285714285714,1.0,91.69095238095237,79.25238095238095,2.0952380952380953,1664.3,21.709409228434083,120.08,35.1,23.67671909245425,84.97999999999999,21,79.25238095238095
2016.01,weekend_6,2016,1,6,26723.0,1.0,56.011,201.21000000000004,5.5,2012.1000000000004,10.664617980343538,79.51,40.03,19.040220635845703,39.480000000000004,10,201.21000000000004
2016.01,weekday_7,2016,1,7,26706.285714285714,1.0,127.62857142857142,49.64761904761905,2.0952380952380953,1042.6000000000001,36.87885956557148,174.25,48.03,28.89545746127159,126.22,21,49.64761904761905
2016.01,weekend_7,2016,1,7,26724.0,1.0,85.577,92.55,5.5,925.5,25.509003225440924,111.72,50.08,29.80824663804635,61.64,10,92.55
2016.01,weekday_8,2016,1,8,26707.285714285714,1.0,103.42380952380951,25.361904761904764,2.0952380952380953,532.6,23.547375963404175,142.23,45.1,22.767848208089127,97.13,21,25.361904761904764
2016.01,weekend_8,2016,1,8,26725.0,1.0,93.85199999999999,80.29999999999998,5.5,802.9999999999999,25.532374568596456,115.38,52.01,27.20493390508083,63.37,10,80.29999999999998
